Name (Link to Data Catalog - Field Name),Link to Data Catalog,Field Order,Field Name,Field Key,Field ID,Field Type (Airtable),Options (JSON),Field Description,Field Purpose,Business Context,Source (Link To Field Mappings),Target (Link To Field Mappings),Format,Validation,Formula,Formula Dependencies (Link To Data Dictionary),Code Dependencies,Input Methods,Read/Write,Created Date,Belongs To Namespace (Link to Namespaces),Related Form Questions (Link To Form Questions),General Notes,Table ID (From Data Catalog),Base ID (From Data Catalog),Table Name (From Data Catalog),Base/Source Name (From Data Catalog),Options (Text),Field Type (Standardized),For Betafits API?,Record ID,Formatting Rules (Link To Formatting Rules),Rule Sets (Link To Rule Sets),Related Fields (Link To Data Dictionary),Schema Schemer Recommendation,Schemer Priority,Schemer Human Review,Schemer Notes,Field Name (From Data Dictionary),Schemer Reviewer Note,Description For AI,Link To Paperwork Field Types,Last Run,Current/Delete,Max Last Run (From Data Catalog),From field: Related Fields (Link To Data Dictionary),Link to Files,From field: Formula Dependencies (Link To Data Dictionary)
Forms - Intake - QA - Outcome,Forms - Intake - QA,11,Outcome,outcome,fldVVB3P035HOQFZY,,,The result or final status achieved related to a process or action within the benefits management context.,To capture and document the outcome of an employee benefit event or process for tracking and analysis purposes.,"Used in evaluating the effectiveness or result of benefit programs, claims, or interventions.",,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,,,,recH0t6vEuUx3cwmp,,,,,,,,,,The result or final status achieved related to a process or action within the benefits management context.,,,,,,,
Forms - Intake - QA - Solution Status,Forms - Intake - QA,12,Solution Status,solution_status,flducp2v3PYN7ynhI,,"[{""label"": ""Fail"", ""value"": ""fail""}, {""label"": ""Pass"", ""value"": ""pass""}, {""label"": ""In Progress"", ""value"": ""in_progress""}, {""label"": ""Complete"", ""value"": ""complete""}]",Indicates the current status of a solution implementation or process.,To track and manage the progress or completion state of a solution within the employee benefits workflow.,Used in project management and operational tracking to monitor solution readiness and identify pending or problematic areas.,,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,"Fail, Pass, In Progress, Complete",,,recG8Hc6rqC9whhzn,,,,,,,,,,Indicates the current status of a solution implementation or process.,,,,,,,
Forms - Intake - QA - Source File,Forms - Intake - QA,13,Source File,source_file,fld5qoMmPU3W13XDW,,"[{""label"": ""https://drive.google.com/file/d/1BnJKE-NesN5LVKUH_EqzMJaY9XNsbVkR/view?usp=drive_link"", ""value"": ""sel39VWZpXD3twfr5""}, {""label"": ""https://drive.google.com/file/d/1bLaQdWOlsxI9fEhl132esffyCLwUu_8F/view?usp=drive_link"", ""value"": ""seljM34MFlPLaATAZ""}, {""label"": ""https://drive.google.com/file/d/1m7xj4AjuqOVkZZ62N4-flR77I5LZQiZr/view?usp=drive_link"", ""value"": ""selImMPRKiHpKfQPE""}, {""label"": ""https://docs.google.com/spreadsheets/d/192xqv6WLDKFPhw7IR7u_D3_Fd_ZShgeO/edit?usp=drive_link&ouid=100662049228153123766&rtpof=true&sd=true"", ""value"": ""selHSShKtrEhc6rLc""}, {""label"": ""https://drive.google.com/file/d/1oHWBOWomI7qrxYJHYFrxYYpuMzzKiB29/view?usp=drive_link"", ""value"": ""selW8ueMA3NTJyVWB""}, {""label"": ""https://drive.google.com/file/d/1RsIosGzpCkcMIvOeU9OQTG5RFeCxGXZk/view?usp=drive_link"", ""value"": ""selxG73JCMRHPUDDB""}, {""label"": ""https://drive.google.com/file/d/12Bk2ocjec9eKBmaNJYySCkFVSH0WdMBn/view?usp=drive_link"", ""value"": ""selwi0TOXlRf1t0Xh""}, {""label"": ""https://drive.google.com/file/d/1iDEsbxhZFzovnZqG38N-HivJ6sYMfo4d/view?usp=drive_link"", ""value"": ""selRyroGhiMZZyd0o""}, {""label"": ""https://drive.google.com/file/d/1PdjMOk44mt6Y8ThpPGDloJ9kriMfxhoo/view?usp=drive_link"", ""value"": ""selpoAK41mMakKPCR""}]",This field stores the URL link to a source file relevant to employee benefits data management.,To reference and provide direct access to various source files containing employee benefits data or documentation.,"Used for tracking and managing source documents that feed data into the benefits system, ensuring traceability and data provenance.",,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,"https://drive.google.com/file/d/1BnJKE-NesN5LVKUH_EqzMJaY9XNsbVkR/view?usp=drive_link, https://drive.google.com/file/d/1bLaQdWOlsxI9fEhl132esffyCLwUu_8F/view?usp=drive_link, https://drive.google.com/file/d/1m7xj4AjuqOVkZZ62N4-flR77I5LZQiZr/view?usp=drive_link, https://docs.google.com/spreadsheets/d/192xqv6WLDKFPhw7IR7u_D3_Fd_ZShgeO/edit?usp=drive_link&ouid=100662049228153123766&rtpof=true&sd=true, https://drive.google.com/file/d/1oHWBOWomI7qrxYJHYFrxYYpuMzzKiB29/view?usp=drive_link, https://drive.google.com/file/d/1RsIosGzpCkcMIvOeU9OQTG5RFeCxGXZk/view?usp=drive_link, https://drive.google.com/file/d/12Bk2ocjec9eKBmaNJYySCkFVSH0WdMBn/view?usp=drive_link, https://drive.google.com/file/d/1iDEsbxhZFzovnZqG38N-HivJ6sYMfo4d/view?usp=drive_link, https://drive.google.com/file/d/1PdjMOk44mt6Y8ThpPGDloJ9kriMfxhoo/view?usp=drive_link",,,recOz0dhvm4A1ZUQM,,,,,,,,,,This field stores the URL link to a source file relevant to employee benefits data management.,,,,,,,
Forms - Intake - QA - Carrier,Forms - Intake - QA,14,Carrier,carrier,fldZ5WvuT2FPTjNuh,,"[{""label"": ""Cigna"", ""value"": ""cigna""}, {""label"": ""DC Health Link"", ""value"": ""dc_health_link""}, {""label"": ""Guardian"", ""value"": ""guardian""}, {""label"": ""Metlife"", ""value"": ""metlife""}, {""label"": ""UHC"", ""value"": ""uhc""}, {""label"": ""Allstate/Allied"", ""value"": ""allstate_allied""}, {""label"": ""Beam"", ""value"": ""beam""}]",The insurance carrier or provider responsible for employee benefits coverage.,To identify the insurance carrier associated with the employee benefits plan.,Used in employee benefits management to track and report the insurance provider for coverage plans and policies.,,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,"Cigna, DC Health Link, Guardian, Metlife, UHC, Allstate/Allied, Beam",,,rec8csB63MrvY2Dkg,,,,,,,,,,The insurance carrier or provider responsible for employee benefits coverage.,,,,,,,
Forms - Intake - QA - Notes,Forms - Intake - QA,15,Notes,notes,fldioHBBucGqFaxzb,,,Additional notes or comments relevant to the employee benefits record.,To capture miscellaneous textual information or special instructions that do not fit other structured fields.,Used for documenting extra details about an employee's benefits case or related administration that require free-text explanation.,,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,,,,rec5v37Buk7aYB9x4,,,,,,,,,,Additional notes or comments relevant to the employee benefits record.,,,,,,,
Forms - Intake - QA - Prompt,Forms - Intake - QA,16,Prompt,prompt,fldSDphsAiDTgIT2m,,,Instruction or input directive provided to guide users or systems in data entry or processing.,"To provide detailed templates, questions, or instructions as part of a workflow or user interaction process.","Used in contexts requiring detailed textual input for operational, support, or interaction purposes, such as customer queries, workflow instructions, or data collection prompts.",,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,,,,recDWMmVehbt8N2CF,,,,,,,,,,Instruction or input directive provided to guide users or systems in data entry or processing.,,,,,,,
Forms - Intake - QA - Attachment Summary,Forms - Intake - QA,17,Attachment Summary,,fld9900HTNcHHb9Us,,,"An AI generated summary of the content within the Attachments field. The field outputs a concise summary capturing the main ideas and important details from attached files, excluding unnecessary information.","To provide a clear, concise summary of documents or content uploaded as attachments in the record, facilitating quick understanding without reviewing original files.","Used in employee benefits documentation to quickly summarize attached documents, accelerating review and decision-making processes.",,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,,,,rec9wyKkRfM1q4SA2,,,,,,,,,,"An AI generated summary of the content within the Attachments field. The field outputs a concise summary capturing the main ideas and important details from attached files, excluding unnecessary information.",,,,,,,
Forms - Intake - QA - Automation Name,Forms - Intake - QA,18,Automation Name,automation_name,fldpoBG8pp6JItcEn,,,Name of the automation process or workflow within the system.,To identify and reference specific automation configurations related to employee benefits processing.,Used to manage and track automation sequences that improve operational efficiency in employee benefits administration.,,,,,,,,,,8/25/2025 11:01am,,,,tblqeV0XooGbktyN5,appdqgKk1fmhfaJoT,Intake - QA,Forms,,,,recYl4GUasjiNVN9j,,,,,,,,,,Name of the automation process or workflow within the system.,,,,,,,
Forms - Intake - Automations - Name,Forms - Intake - Automations,1,Name,name,fldm4qYOOXvxaUti4,,,Concatenated composite field combining multiple referenced fields to represent a comprehensive Name value.,To provide a combined text representation of multiple related name components for easier display and reference.,Used in employee benefits or HR contexts to uniquely identify or display full names or descriptive labels derived from multiple fields.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,,,,rec4vTtm4r3hUjfJF,,,,,,,,,,Concatenated composite field combining multiple referenced fields to represent a comprehensive Name value.,,,,,,,
Forms - Intake - Automations - Record ID (Automation),Forms - Intake - Automations,2,Record ID (Automation),record_id_automation,fldXTp4sU1oWGkHWS,,,Unique identifier automatically generated for each record in the table.,To uniquely identify each record automatically using a system-generated ID formula.,"Used for uniquely referencing records for data integrity, linking, and automation within employee benefits management.",,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,,,,recNrNlFU5woNgj4S,,,,,,,,,,Unique identifier automatically generated for each record in the table.,,,,,,,
Forms - Intake - Automations - Intake - Group Data,Forms - Intake - Automations,3,Intake - Group Data,To be decided,fldqY5spKurwoW17m,,"{""linkedTableId"": ""tbliXJ7599ngxEriO"", ""isReversed"": false, ""prefersSingleRecordLink"": false, ""inverseLinkFieldId"": ""fldr60XN6d8L9eY3D""}",This field links to multiple records from the 'Group Data' table. It is used to associate intake records with corresponding group data entries.,To establish and maintain relationships between intake records and group-related data in the system.,Used in employee benefits data management to consolidate and link group-specific information during intake processing.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: tbliXJ7599ngxEriO),,,reczPXn67V8Xt6UVm,,,,,,,,,,This field links to multiple records from the 'Group Data' table. It is used to associate intake records with corresponding group data entries.,,,,,,,
Forms - Intake - Automations - Record ID (from Intake - Group Data),Forms - Intake - Automations,4,Record ID (from Intake - Group Data),,fldcw1Y1mTqQ0Bu0s,,"{""isValid"":true,""recordLinkFieldId"":""fldqY5spKurwoW17m"",""fieldIdInLinkedTable"":""fldOv6qhzhua9G2fS"",""result"":{""type"":""singleLineText""}}",Unique identifier linking to the related Intake - Group Data record.,To associate this record with a corresponding Group Data intake record for reference and relational integrity.,Used in employee benefits data management to track and reference group intake records.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: fldOv6qhzhua9G2fS),,,recNxZ6cOVBKKUnNX,,,,,,,,,,Unique identifier linking to the related Intake - Group Data record.,,,,,,,
Forms - Intake - Automations - Intake - Plan Data,Forms - Intake - Automations,5,Intake - Plan Data,To be decided,fld2fIvpCmDS0V5im,,"{""linkedTableId"":""tblPJjWgnbblYLym4"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fld2WXZxcnBwVOW0z""}","This field establishes a multiple record link to the ""Intake - Plan Data"" table, enabling association of multiple plan records with the current record.",To link multiple plan data records relevant to the intake process for comprehensive plan management.,Used within employee benefits management systems to associate intake records with corresponding benefit plan data for accurate enrollment and tracking.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: tblPJjWgnbblYLym4),,,recGn5cJ9ThTUcmRX,,,,,,,,,,"This field establishes a multiple record link to the ""Intake - Plan Data"" table, enabling association of multiple plan records with the current record.",,,,,,,
Forms - Intake - Automations - Link to Intake - Document Upload,Forms - Intake - Automations,6,Link to Intake - Document Upload,To be decided,fldorkyHv3HWJkrLo,,"{""linkedTableId"":""tblBgAZKJln76anVn"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fld9PNGb1y4q3eYMn""}",A field linking multiple records related to document uploads in the intake process.,To create associations between the current record and multiple intake document upload records.,Used to track and manage document uploads linked to an employee's benefits intake process.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: tblBgAZKJln76anVn),,,recZDUjXqp6wruX1o,,,,,,,,,,A field linking multiple records related to document uploads in the intake process.,,,,,,,
Forms - Intake - Automations - Invoice Reconciliation (Invoices),Forms - Intake - Automations,7,Invoice Reconciliation (Invoices),To be decided,fld4xOx7tsJjLO7Cg,,"{""linkedTableId"":""tblm3fmjCORXSJUns"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldqUJJhtRGwcbzLa""}",A field representing links to one or more invoice reconciliation records associated with the current entity.,To establish a relationship between the current record and related invoice reconciliation records for tracking and reference purposes.,Used in contexts where invoice reconciliation is tracked and managed in relation to employee benefits financial processing or accounting.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: tblm3fmjCORXSJUns),,,recgJ9kuGsJi64YTB,,,,,,,,,,A field representing links to one or more invoice reconciliation records associated with the current entity.,,,,,,,
Forms - Intake - Automations - Linked Files Count,Forms - Intake - Automations,11,Linked Files Count,To be decided,fld5Bkr2PwEm7dYLT,,"{""isValid"":true,""recordLinkFieldId"":""fldorkyHv3HWJkrLo"",""fieldIdInLinkedTable"":""fldHJXHRwPlVChX4t"",""referencedFieldIds"":[],""result"":{""type"":""number"",""options"":{""precision"":0}}}",The count of files linked through the specified linked record field.,To show the total number of linked files associated with a record for tracking and management purposes.,Used to monitor and manage the quantity of related document files linked to records within the employee benefits system.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: To be decided),,,recEyr3e6sOcDPonM,,,,,,,,,,The count of files linked through the specified linked record field.,,,,,,,
Forms - Intake - Automations - File (from Link to Intake - Document Upload),Forms - Intake - Automations,12,File (from Link to Intake - Document Upload),To be decided,fld5rUUiksO5pOuQu,,"{""isValid"":true,""recordLinkFieldId"":""fldorkyHv3HWJkrLo"",""fieldIdInLinkedTable"":""fldHJXHRwPlVChX4t"",""result"":{""type"":""multipleAttachments"",""options"":{""isReversed"":false}}}",This field represents multiple files uploaded as attachments linked from the Intake - Document Upload table.,"To store and reference multiple document files associated with records in the primary table, sourced via a linked intake document upload table.",Used in employee benefits processing to manage and access documents uploaded during intake or documentation submission phases.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: To be decided),,,recnKRiB2PXV2KjMu,,,,,,,,,,This field represents multiple files uploaded as attachments linked from the Intake - Document Upload table.,,,,,,,
Forms - Intake - Automations - ROI Workbook URL (from Intake - Group Data),Forms - Intake - Automations,13,ROI Workbook URL (from Intake - Group Data),To be decided,fldpjSRsRJumdxIys,,"{""isValid"":true,""recordLinkFieldId"":""fldqY5spKurwoW17m"",""fieldIdInLinkedTable"":""fldr7vZFlUL3l7m3v"",""result"":{""type"":""url""}}",URL linking to the Return on Investment (ROI) workbook associated with the group data intake process.,To store and provide access to the ROI workbook relevant for group data analysis and evaluation in employee benefits.,Used by benefits analysts and managers to review the financial impact and analysis of group benefit plans.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: fldr7vZFlUL3l7m3v),,,reckvw9sB1RBV3pfM,,,,,,,,,,URL linking to the Return on Investment (ROI) workbook associated with the group data intake process.,,,,,,,
Forms - Intake - Automations - AI Audit URL (from Intake - Group Data),Forms - Intake - Automations,14,AI Audit URL (from Intake - Group Data),To be decided,fldCQ0LXE6h8NaNjM,,"{""isValid"":true,""recordLinkFieldId"":""fldqY5spKurwoW17m"",""fieldIdInLinkedTable"":""fldj8FtyJwQdFbtFn"",""result"":{""type"":""url""}}",URL field linking to AI audit results or documentation related to group data intake process.,To provide quick access to AI audit outcomes or details relevant to group data intake for employee benefits management.,Used within employee benefits intake workflows to track and verify AI audit documentation for group data submissions.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: fldj8FtyJwQdFbtFn),,,reck29IPL6plyzyVw,,,,,,,,,,URL field linking to AI audit results or documentation related to group data intake process.,,,,,,,
Forms - Intake - Automations - Plan Number (from Intake - Plan Data),Forms - Intake - Automations,15,Plan Number (from Intake - Plan Data),To be decided,fldi2qXsjI71fEfMd,,"{""isValid"":true,""recordLinkFieldId"":""fld2fIvpCmDS0V5im"",""fieldIdInLinkedTable"":""fldXgDarsrpwuGs6X"",""result"":{""type"":""singleLineText""}}","Identifier for the plan originating from the Intake - Plan Data source, used to uniquely distinguish each employee benefit plan.",To link and reference the specific plan details captured during the intake process.,Critical for correlating plan selections and benefits administration with intake records.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: fldXgDarsrpwuGs6X),,,rec1HPMblnllkJqmW,,,,,,,,,,"Identifier for the plan originating from the Intake - Plan Data source, used to uniquely distinguish each employee benefit plan.",,,,,,,
Forms - Intake - Automations - Status Formula,Forms - Intake - Automations,17,Status Formula,status_formula,fldP7ARR3JIC1Xuwa,,,"A formula field that determines the status of a record based on multiple conditions involving automation type, processing status, readiness checks, and review requirements for various employee benefit documents and processes.","To automatically calculate and display the current status of an employee benefits record, indicating stages such as 'Processing', 'Processed', 'Ready', 'Needs Review', 'Not Ready', or error states, thereby facilitating workflow management and tracking.","Used within the employee benefits company's data system to monitor and control the lifecycle and readiness of benefit-related documents and automation types, ensuring accurate processing and alerting stakeholders to required actions or issues.",,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,,,,recjZgYfTuxmMVyEc,,,,,,,,,,"A formula field that determines the status of a record based on multiple conditions involving automation type, processing status, readiness checks, and review requirements for various employee benefit documents and processes.",,,,,,,
Forms - Intake - Automations - Parent Record,Forms - Intake - Automations,19,Parent Record,To be decided,fldIchTdPAaWTKNHX,,"{""linkedTableId"":""tblsqoMIT7RHsC9Kg"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldwl4NT4qSkca4La""}","A field that links to one or more parent records in the related table, representing hierarchical or relational connections.","To establish and manage relationships with parent records within the data structure, useful for tracing dependencies or hierarchical data.","Used in contexts where employee data may be organized in parent-child relationships such as organizational hierarchy, insurance plan dependencies, or benefits grouping.",,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: tblsqoMIT7RHsC9Kg),,,recchlAG5czpgu8Ur,,,,,,,,,,"A field that links to one or more parent records in the related table, representing hierarchical or relational connections.",,,,,,,
Forms - Intake - Automations - From field: Parent Record,Forms - Intake - Automations,20,From field: Parent Record,To be decided,fldwl4NT4qSkca4La,,"{""linkedTableId"":""tblsqoMIT7RHsC9Kg"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldIchTdPAaWTKNHX""}","Links to one or more records in the Parent Record table, representing related or hierarchical parent entities.","To associate the current record with its parent record(s) in the linked table, enabling hierarchical or relational data structure.","Used in employee benefits data management to track relationships between records, for example, linking dependent benefits to a primary employee record or mapping organizational hierarchy.",,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: tblsqoMIT7RHsC9Kg),,,recB1sHNdBHGUPQFY,,,,,,,,,,"Links to one or more records in the Parent Record table, representing related or hierarchical parent entities.",,,,,,,
Forms - Intake - Automations - Go/ No Go,Forms - Intake - Automations,22,Go/ No Go,go_no_go,fldN25wapx9tvQYbA,,"[{""label"": ""Go"", ""value"": ""go""}, {""label"": ""No Go"", ""value"": ""no_go""}]",Indicator field to specify whether a condition or requirement is a Go or No Go decision.,To capture the binary decision status for eligibility or approval processes within employee benefits.,Used in employee benefits workflows to determine action or eligibility based on the Go or No Go decision.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,"Go, No Go",,,recbXGKMgUfyLFfEc,,,,,,,,,,Indicator field to specify whether a condition or requirement is a Go or No Go decision.,,,,,,,
Forms - Intake - Automations - Processed Date/Time,Forms - Intake - Automations,23,Processed Date/Time,,fld1E6UwzfWsu64aO,,,"Date and time when the processing was completed, typically generated automatically by the system.",To capture the exact date and time when a process related to the record was completed.,Used to track and audit the timing of processing steps within the employee benefits system for reporting and operational purposes.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,,,,recaUxPvu3SZEpdnA,,,,,,,,,,"Date and time when the processing was completed, typically generated automatically by the system.",,,,,,,
Forms - Intake - Automations - Reset Automation - (Beta),Forms - Intake - Automations,24,Reset Automation - (Beta),,fldhRw7tbqpw05M36,,"[{""label"":""Checked"",""value"":""checked""}]","Resets the current automation for another run or retry, allowing re-execution of automated processes.",To enable manual resetting of the automation workflow for retry in case of failures or testing purposes.,Used within employee benefits automation systems to improve reliability and control over workflow executions.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Checked,,,recsEgfwRKJ33UJfD,,,,,,,,,,"Resets the current automation for another run or retry, allowing re-execution of automated processes.",,,,,,,
Forms - Intake - Automations - Review Complete,Forms - Intake - Automations,26,Review Complete,review_complete,fld79TDDfLp5uX76j,,"[{""label"": ""Checked"", ""value"": ""checked""}, {""label"": ""Unchecked"", ""value"": ""unchecked""}]",Indicates whether the review process for a particular record is complete.,To track completion status of reviews within the employee benefits workflow.,"Used in employee benefits management to mark tasks, applications, or cases as having undergone review.",,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,"Checked, Unchecked",,,recW7AdxsbfhIuvNy,,,,,,,,,,Indicates whether the review process for a particular record is complete.,,,,,,,
Forms - Intake - Automations - Intake - QA,Forms - Intake - Automations,27,Intake - QA,To be decided,fldsza6jD4kBKziAa,,"{""linkedTableId"":""tblqeV0XooGbktyN5"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldNSRdFbC8iDEh1G""}",This field represents a multiple record link relationship to the intake quality assurance records associated with the employee benefits process.,"To link and reference multiple intake QA records related to the current data entry, facilitating quality control and review.",Used in employee benefits administration to ensure data accuracy and validation through QA linkage during the intake process.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: tblqeV0XooGbktyN5),,,recemw3eFCmtlbwIu,,,,,,,,,,This field represents a multiple record link relationship to the intake quality assurance records associated with the employee benefits process.,,,,,,,
Forms - Intake - Automations - Outcome (from Intake - QA),Forms - Intake - Automations,28,Outcome (from Intake - QA),To be decided,,,"{""isValid"":true,""recordLinkFieldId"":""fldsza6jD4kBKziAa"",""fieldIdInLinkedTable"":""fldVVB3P035HOQFZY"",""result"":{""type"":""singleLineText""}}",The result or conclusion recorded during the Intake Quality Assurance process for an employee benefits case.,"To capture and document the outcome determined at the Intake QA stage, which helps in tracking quality and decision metrics.",Used within the employee benefits company's quality assurance processes to ensure consistent evaluation and documentation of intake outcomes.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,Link to record (table ID: fldVVB3P035HOQFZY),,,recUhEU7JlOe5T8zl,,,,,,,,,,The result or conclusion recorded during the Intake Quality Assurance process for an employee benefits case.,,,,,,,
Forms - Intake - Automations - Trigger,Forms - Intake - Automations,29,Trigger,trigger,fldiZLX0lYSUKxVQe,,,A button-type field typically used to initiate an action or workflow.,To trigger an automated process or action within the system.,Used in system interfaces for manual or automated triggering of processes relevant to employee benefits management.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,,,,recwAZgAdw1y7VxHV,,,,,,,,,,A button-type field typically used to initiate an action or workflow.,,,,,,,
Forms - Intake - Automations - Output Format Needed,Forms - Intake - Automations,30,Output Format Needed,output_format_needed,flduw70x0dfmpHfBG,,,Specifies the required format for the output data or report.,Defines the expected format in which output should be generated or presented.,Useful for ensuring consistent data output formatting across different systems or reports in the employee benefits domain.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,,,,recU0RvCKAVig8YGC,,,,,,,,,,Specifies the required format for the output data or report.,,,,,,,
Forms - Intake - Automations - Override Group ID,Forms - Intake - Automations,31,Override Group ID,override_group_id,fldsH5Q32XPzNfVov,,,Identifier for an override group that may be used to customize or override default group-level benefits or settings.,To specify and track the group identifier used for applying overrides to employee benefits or configurations.,Used within employee benefits management to allow specific group-level customizations that override standard benefit group settings.,,,,,,,,,,8/25/2025 1:39pm,,,,tblsqoMIT7RHsC9Kg,appdqgKk1fmhfaJoT,Intake - Automations,Forms,,,,recd9igXUvSmLRxc9,,,,,,,,,,Identifier for an override group that may be used to customize or override default group-level benefits or settings.,,,,,,,
Forms - Intake - Document Upload - Name,Forms - Intake - Document Upload,1,Name,name,fldLfxU7SwWIRavTP,,,Concatenated field combining two identifiers or names from referenced fields for display purposes.,To provide a combined textual representation of two related fields for easier reference and lookup.,Used in employee benefits administration to uniquely and clearly identify records by combining meaningful components.,,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,,,,reclcDE6pdwsrKCW0,,,,,,,,,,Concatenated field combining two identifiers or names from referenced fields for display purposes.,,,,,,,
Forms - Intake - Document Upload - Link to Intake - Group Data,Forms - Intake - Document Upload,3,Link to Intake - Group Data,To be decided,fldP0nYiIoqpM68xS,,"{""linkedTableId"":""tbliXJ7599ngxEriO"",""isReversed"":false,""prefersSingleRecordLink"":true,""inverseLinkFieldId"":""fldpB5aswbg5EkYjw""}",A multiple record link field connecting this record to Intake - Group Data entries.,To establish a link between this data record and related Intake - Group Data records for reference and association purposes.,"Used in scenarios where group intake data needs to be referenced or associated within employee benefits records, facilitating relational data management.",,,,,,,,,,8/25/2025 3:07pm,,,,tblBgAZKJln76anVn,appdqgKk1fmhfaJoT,Intake - Document Upload,Forms,Link to record (table ID: tbliXJ7599ngxEriO),,,recIX0FLDKalhFXKH,,,,,,,,,,A multiple record link field connecting this record to Intake - Group Data entries.,,,,,,,
